CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,PANDEMIC,CASEWGT,PSUSTRAT,VERSION
20442,2020,76,102,1-76-2020-102-08,8,12,7,22:18,1,2,1,2,1,0,4,1,9,1,V1 and V2 were both northbound on the same two-lane rural roadway. V2 was stopped ahead of V1. The front of V1 struck the back of V2. Both vehicles came to final rest off the right (east) side of the road in a ditch.,0,19.8025064264131,3,5
20444,2020,66,91,1-66-2020-091-03,3,12,4,16:38,2,1,1,1,1,0,4,9,2,0,"V1 was traveling west on a two lane, two way, undivided roadway, with a left curve. V1 departed the right side of the roadway striking the ground with its front plane. V1 continued west striking a fence with its frontal plane. V1 came to rest on the west side of the fence heading west.",0,132.316220314806,6,5
20430,2020,32,200,1-32-2020-200-02,2,11,4,09:07,5,4,99,99,0,0,4,2,2,1,V1 was traveling north on a 2 lane divided roadway in lane 2. V2 was disabled in lane 2. V3 was directly in front of V2. V4 was stropped on the left shoulder. The front of V1 impacted the back of V2. V2 then rotated counter clockwise and departed the roadway to the left. The front of V2 impacted the concrete barrier. V2 then rotated clockwise and the left side of V2 impacted the concrete barrier. V2 then returned to the roadway and the left side of V3 impacted the right side of V2. V2 then departed the road to the left and the front of V2 impacted the back of V4 on the left shoulder. V2 came to rest on the shoulder facing west. V1 came to rest facing northwest in lane 1. V3 came to rest in lane 1 facing northwest. V4 came to rest facing northwest on the shoulder.,0,35.1793435552036,7,5
19361,2020,30,132,1-30-2020-132-04,4,10,3,15:24,2,3,1,1,1,0,9,2,2,1,"Vehicle 1, 2 and 3 were traveling east on a two-way not physically divided roadway, with a continuous left hand turn lane, in the number 1 lane. Vehicle 2 and 3 were slowed and the front of V1 contacted the rear of V2. V2 was pushed forward and the front of V2 contacted the rear of V3. All vehicles came to final rest in the area of impact facing east.",0,541.754699217364,10,5
19362,2020,30,133,1-30-2020-133-07,7,10,7,20:20,1,2,0,0,0,0,0,2,2,4,Vehicle 1 was facing westbound when exiting from a private drive to head south on the roadway. Vehicle 2 was traveling north in the number one lane on a two way not physically divided roadway with a continuous left hand turn lane. Vehicle 1's left side and Vehicle 2's front made contact with each other in the number one lane. Both vehicles came to final rest facing north in the roadway.,0,907.366271991323,10,5
19363,2020,30,134,1-30-2020-134-03,3,10,6,19:05,2,3,99,99,0,0,9,2,2,1,Vehicle 1 was traveling south in the number 1 lane on a two way not physically divided with a two way left turn lane and changed into the number 2 lane. Vehicle 2 and vehicle 3  were stopped at the intersection in the number two lane. The front of V1 then contacted the rear of V2. V2 was pushed forward and the front of V2 contacted the rear of V3. All vehicles came to final rest facing south in lane two.,0,150.896655468676,10,5
19365,2020,17,108,1-17-2020-108-04,4,10,5,05:19,1,1,0,0,0,0,0,9,9,0,V1 was traveling east on a three lane two way roadway. The front of V1 contacted a deer in the road. V1 came to final rest on the roadway.,0,672.570972158023,4,5
18359,2020,21,87,1-21-2020-087-02,2,7,6,07:29,2,1,1,1,1,0,8,9,9,0,V1 was traveling east on a 2-lane roadway when it departed its lane to the left then departed the left road edge where it traveled down into a dry dirt wash. V1 traveled across the wash where its front plane contacted the far side of the wash embankment. V1 then rotated clockwise and rolled primarily left where its left rear plane contacted the ground. V1 then rolled back onto its wheels and came to rest facing east.,0,34.881400640758,11,5
18360,2020,21,88,1-21-2020-088-09,9,6,3,10:40,3,1,99,99,0,0,9,9,9,0,"V1 was traveling north on a physically divided trafficway (median strip with positive barrier) in lane 3 (of five lanes) through an interchange area. V1 steered to the right and then to the left, causing V1 to enter a counterclockwise yaw. The right side of V1 contacted an impact attenuator twice with the right side, and continued to rotate counterclockwise across the exit ramp, until its right side contacted a concrete barrier. V1 came to rest on its wheels facing a northwesterly direction in lane 2 of the exit ramp.",0,1545.65105917225,11,5
18361,2020,21,89,1-21-2020-089-04,4,7,1,18:45,1,1,1,1,1,0,0,2,2,0,"V1 was traveling west on a non physically divided trafficway in lane 1 (of two lanes) when a U-turn was initiated.  V1 departed its lane on the left and then the road on the right, where its front end came into contact with a masonry and steel column supporting a wrought iron fence/gate.  V1 came to rest on its wheels facing a southeasterly direction with its front end against the column.",0,1520.55165448265,11,5
18323,2020,25,69,1-25-2020-069-05,5,6,6,13:55,3,1,1,1,1,0,4,9,9,0,"V1 was traveling south following a two way, two lane road. V1 departed its original travel lane to the left and then onto depart the roadway to the left. The front of V1 impacted a large rock. Going forward, V1 impacted another rock. V1 then rolled a total of 6 quarter turns before coming to final rest in a driveway on its roof.",0,62.9921106664966,2,5
18324,2020,25,70,1-25-2020-070-03,3,7,5,12:12,2,1,0,0,0,0,4,9,1,0,"V3 was traveling southwest following a two-way, three lane road in the first lane of travel. V1 and V2 were legally parked on the right side of the road. As V3 departed the roadway, the right side of V3 impacted the left side of V2. V3 continued forward impacting the left side of V1 with its right side. V3 came to final rest in the roadway.",0,272.337027767565,2,5
18325,2020,73,53,1-73-2020-053-07,7,7,7,18:44,1,2,0,0,0,0,0,9,9,1,"V1 was traveling south on a two way, two lane, undivided roadway. V2 was traveling south following V1 on the same roadway. The frontal plane of V2 contacted the rear of V1. V1 and V2 came to final rest on the roadway.",0,682.95949447091,3,5
18326,2020,73,54,1-73-2020-054-03,3,7,6,10:03,4,2,1,1,1,0,5,9,9,4,"V1 was traveling east on a two way, two lane, undivided roadway approaching an intersection. V2 was traveling west on the same roadway approaching the same intersection. V1 made a left hand turn at the intersection. The right plane of V2 contacted an unknown plane of V1. V2 continued off the roadway contacting a rock with its frontal plane. V2 continued contacting two trees with it frontal plane. V2 came to final rest off the roadway.",0,99.9380071464188,3,5
18327,2020,32,99,1-32-2020-099-03,3,7,1,01:30,3,2,99,99,0,0,8,2,2,6,"V1 was traveling east on an undivided, two-way traffic, right curved roadway, negotiating a curve. V2 was traveling west on a straight, undivided, two-way traffic roadway in lane one. By the time the road curved to the left for V2, V1 departed it's lane of travel and entered into the lane of travel of V2. The front of V1 impacted the left side of V2. V2 rotated counter clockwise and came to rest in lane one, facing southwest. After the impact with V2, V1 started to rotate counter clockwise and departed the roadway to the left. The front of V1 impacted a wooden utility pole. V1 rotated around the pole clockwise and impacted a wooden fence with its front. V1 came to rest off the roadway, facing northeast.",0,794.392878679658,7,5
18328,2020,32,100,1-32-2020-100-07,7,7,7,13:57,1,2,1,2,1,0,4,2,2,9,"V1 and V2 were traveling northbound on a 4 lane undivided roadway in lane 2. V2 was in front of V1, V2 attempted to make an unprotected left U turn. V1 changed lanes to pass V2 on the left, the front of V1 impacted the left side of V2. V2 then rotated clockwise and came to rest partially in lane 2 of opposing traffic facing north. V1 came to rest in lane 1 of opposing traffic facing north.",0,3718.68496238493,7,5
19962,2020,13,110,1-13-2020-110-02,2,11,3,11:51,2,1,0,0,0,0,3,9,9,0,"V1 was traveling south in the third of three lanes on a divided, two-way roadway. The driver of V1 lost direction control of the vehicle and departed the roadway to the left onto the median. The front of V1 contacted a pole. After the initial impact, Vehicle 1 entered the northbound lanes, crossed through all lanes and departed the east side of the road. V1 came to rest off the roadway on the east side.",0,28.3282048601079,7,5
19990,2020,25,129,1-25-2020-129-03,3,12,4,07:53,1,1,1,1,2,0,5,9,9,0,"V1 was traveling south following a two way, two lane road. A detached trailer was parked in the south bound lane. The front of V1 impacted the back of the trailer. V1 came to final rest in the northbound lane facing west.",0,238.518284500225,2,5
19991,2020,25,130,1-25-2020-130-04,4,12,1,12:53,1,2,0,0,0,0,0,9,9,1,"V1 was traveling west, negotiating a right curve, following a two way, two lane, snow covered road. V2 was traveling at a lower speed on the same road, in front of V1. The front of V1 impacted the back of V2. V1 came to final rest in the eastbound lane facing west. V2 came to final rest on the side of the roadway facing west.",0,809.919977910904,2,5
19992,2020,12,97,1-12-2020-097-09,9,11,6,18:26,3,1,99,99,0,0,9,9,2,0,"V1 was southbound on a rural two-lane road when it departed the left (east) side of the roadway. The front of V1 struck a utility pole (event 1), a cable box (event 2), and a wire fence (event 3) before coming to final rest in an open field. The driver fled the scene.",0,490.524083748026,9,5
19993,2020,12,98,1-12-2020-098-06,6,11,1,21:33,3,1,2,12,2,0,4,2,1,0,Vehicle #1 (V1) was traveling north in lane one of a two lane roadway. V1 departed the roadway to the right and the right side of V1 contacted a ditch bank. The front of V1 then contacted a ditch bank and a thicket of trees or bushes. V1 came to final rest off of the roadway.,0,276.827769625833,9,5
19994,2020,13,111,1-13-2020-111-09,9,11,7,13:58,1,1,99,99,0,0,0,9,9,0,"V1 was traveling south in the second of four lanes on an undivided, two-way roadway. V2 was parked ahead of V1 on the west curb facing south in lane one. V1 changed lanes to the right and the front of V1 contacted the back of V2.",0,10801.6627434134,7,5
19995,2020,13,112,1-13-2020-112-06,6,11,7,14:05,1,2,1,1,1,0,4,9,9,4,"V1 was traveling north on a two-way, divided roadway in the third of three lanes, approaching an intersection to turn left. V2 was traveling south approaching the same intersection in the second of two lanes on a two-way, divided roadway. Within the intersection the front of V1 contacted the front of V2.",0,3004.91094800912,7,5
19996,2020,32,181,1-32-2020-181-03,3,11,3,16:42,1,2,9,97,1,0,5,2,2,4,"V1 was traveling west in the fourth lane (left turn only lane) of a four lane, divided (no positive barrier) roadway, approaching an intersection. V2 was traveling east in lane three of a three lane divided (no positive barrier) roadway, negotiating a right curve and approaching the same intersection. At the intersection V1 attempted to turn left into the southbound lanes of traffic. Within the intersection, the front of V1 impacted the left side of V2. V1 rotated counter clockwise and came to rest within the intersection, facing southeast. V2 rotated counter clockwise and came to rest within the intersection, facing southeast.",0,2004.83643242061,7,5
19673,2020,13,105,1-13-2020-105-04,4,10,6,02:33,2,3,99,99,0,0,0,9,9,5,"All three vehicles were traveling south on a positively divided two-way freeway. V2 and V3 were in the fourth of four lanes, with V2 in front of V3. V1 crossed the left lane line from an unknown lane and side-swiped the right sides of both V2 and V3. V1 came to a stop in the third lane and the driver of V1 fled the scene.",0,6665.43686872144,7,5
